pdb_code,resolution,year,measure_type,operator,affinity_m,paffinity
2wxf,1.9,2010,IC50,=,1.8000000000000002e-07,6.7447274948966935
3fh8,1.67,2010,IC50,=,1.8000000000000002e-07,6.7447274948966935
3mv5,2.47,2010,IC50,=,1.8000000000000002e-07,6.7447274948966935
2wa4,2.5,2010,IC50,=,1.8e-05,4.7447274948966935
3kfn,1.77,2010,IC50,=,1.8e-05,4.7447274948966935
3hnz,2.75,2010,IC50,=,1.9e-08,7.721246399047171
2wxj,2.6,2010,IC50,=,1e-09,9.0
3iad,2.65,2010,IC50,=,1e-09,9.0
3kc1,2.25,2010,IC50,=,1e-09,9.0
3kw9,1.8,2010,IC50,=,1e-09,9.0
3pa3,1.4,2010,IC50,=,1e-09,9.0
3m8p,2.67,2010,IC50,=,2.1e-09,8.67778070526608
2xk3,2.2,2010,IC50,=,2.1e-06,5.6777807052660805
2x39,1.93,2010,IC50,=,2.2000000000000003e-09,8.657577319177793
2xkd,1.96,2010,IC50,=,2.2999999999999996e-06,5.638272163982407
2xk8,2.0,2010,IC50,=,2.4e-06,5.619788758288394
3fhe,2.16,2010,IC50,=,2.5e-09,8.602059991327963
3k5g,2.0,2010,IC50,=,2.5e-09,8.602059991327963
3m6f,1.85,2010,IC50,=,2.5e-09,8.602059991327963
2xkc,2.5,2010,IC50,=,2.6e-06,5.585026652029182
2x7d,2.3,2010,IC50,=,2.0000000000000002e-07,6.698970004336019
3mb7,1.65,2010,IC50,=,2.0000000000000002e-07,6.698970004336019
3oyl,2.54,2010,IC50,=,2.0000000000000002e-07,6.698970004336019
2wxn,2.6,2010,IC50,=,2.1000000000000003e-08,7.6777807052660805
3k3e,2.7,2010,IC50,=,2.2000000000000002e-08,7.657577319177793
3ow4,2.6,2010,IC50,=,2.2000000000000002e-08,7.657577319177793
2xg5,2.0,2010,IC50,=,2.2e-05,4.657577319177793
3kig,1.39,2010,IC50,=,2.4500000000000004e-07,6.610833915635467
3l0k,1.34,2010,IC50,=,2.4e-05,4.619788758288394
3lfs,2.4,2010,IC50,=,2.5e-06,5.6020599913279625
3mpt,1.89,2010,IC50,=,2.51e-07,6.600326278518962
3oyn,2.68,2010,IC50,=,2.5000000000000002e-08,7.6020599913279625
3kdt,2.7,2010,IC50,=,2.6e-07,6.585026652029182
3msk,2.0,2010,IC50,=,2.6e-05,4.585026652029182
2xh5,2.72,2010,IC50,=,2.7e-08,7.568636235841013
3l5e,1.53,2010,IC50,=,2.7e-08,7.568636235841013
3nnv,2.1,2010,IC50,=,2.7e-08,7.568636235841013
3pjc,2.2,2010,IC50,=,2.7e-08,7.568636235841013
3g4k,1.95,2010,IC50,=,2.8800000000000004e-07,6.540607512240769
3a4p,2.54,2010,IC50,=,2.8000000000000003e-08,7.552841968657781
3khj,2.8,2010,IC50,=,2.8000000000000003e-08,7.552841968657781
2wxv,2.6,2010,IC50,=,2e-09,8.698970004336019
3lvp,3.0,2010,IC50,=,2e-09,8.698970004336019
3oot,2.55,2010,IC50,=,2e-09,8.698970004336019
3oyp,2.76,2010,IC50,=,2e-09,8.698970004336019
3pa5,1.7,2010,IC50,=,2e-09,8.698970004336019
2x7c,1.9,2010,IC50,=,2e-06,5.698970004336019
3g0c,2.69,2010,IC50,=,2e-06,5.698970004336019
3n5h,2.2,2010,IC50,=,2e-06,5.698970004336019
2wxd,1.6,2010,IC50,=,3.2999999999999997e-06,5.481486060122113
3my1,2.8,2010,IC50,=,3.58e-06,5.446116973356125
3k5f,2.25,2010,IC50,=,3.7e-06,5.431798275933005
3frg,1.7,2010,IC50,=,3.98e-09,8.400116927926312
3mvm,2.0,2010,IC50,=,3.9e-09,8.4089353929735
3arn,1.8,2010,IC50,=,3.9e-06,5.4089353929735005
3k5u,2.35,2010,IC50,=,3.0900000000000003e-07,6.510041520575165
3mpm,1.95,2010,IC50,=,3.0000000000000004e-08,7.522878745280337
2xf0,2.4,2010,IC50,=,2.9999999999999997e-05,4.522878745280337
3lfn,2.28,2010,IC50,=,3.1600000000000002e-06,5.5003129173815966
2xru,2.9,2010,IC50,=,3.1e-08,7.508638306165727
3og7,2.45,2010,IC50,=,3.1e-08,7.508638306165727
3ovx,1.49,2010,IC50,=,3.1e-08,7.508638306165727
3mvj,2.49,2010,IC50,=,3.2000000000000003e-06,5.494850021680094
3h0j,2.8,2010,IC50,=,3.25e-07,6.488116639021126
3nc9,2.4,2010,IC50,=,3.3e-07,6.481486060122113
3l16,2.9,2010,IC50,=,3.3000000000000004e-08,7.481486060122112
2wwj,2.6,2010,IC50,=,3.2999999999999996e-05,4.481486060122113
3kdu,2.07,2010,IC50,=,3.47e-07,6.459670525209126
2wxq,2.7,2010,IC50,=,3.4e-08,7.468521082957745
3gb2,2.4,2010,IC50,=,3.4e-08,7.468521082957745
3oy3,1.95,2010,IC50,=,3.5799999999999996e-08,7.446116973356125
3kxz,2.37,2010,IC50,=,3.5e-08,7.455931955649724
2xch,2.0,2010,IC50,=,3.7400000000000004e-07,6.42712839779952
3l5r,1.94,2010,IC50,=,3.8e-08,7.42021640338319
2wxp,2.3,2010,IC50,=,3.0000000000000004e-09,8.522878745280337
2xa4,2.04,2010,IC50,=,3.0000000000000004e-09,8.522878745280337
2xfk,1.8,2010,IC50,=,3.0000000000000004e-09,8.522878745280337
3ns9,1.78,2010,IC50,=,3.0000000000000004e-09,8.522878745280337
3ocg,2.21,2010,IC50,=,3.0000000000000004e-09,8.522878745280337
3pa4,1.59,2010,IC50,=,3.0000000000000004e-09,8.522878745280337
3i97,2.9,2010,IC50,=,3e-06,5.522878745280337
2wzz,1.57,2010,IC50,=,4e-06,5.3979400086720375
2xke,2.2,2010,IC50,=,4.2e-06,5.376750709602099
3g45,2.63,2010,IC50,=,4.4000000000000005e-09,8.356547323513812
2wxl,1.99,2010,IC50,=,4.6e-09,8.337242168318426
3lj7,2.3,2010,IC50,=,4.6e-09,8.337242168318426
2wxm,2.8,2010,IC50,=,4e-08,7.3979400086720375
3lcd,2.5,2010,IC50,=,4e-08,7.3979400086720375
3otq,3.0,2010,IC50,=,4.1e-08,7.3872161432802645
3oqk,2.9,2010,IC50,=,4.2e-07,6.376750709602099
3krw,2.9,2010,IC50,=,4.2000000000000006e-08,7.376750709602099
3lpb,2.0,2010,IC50,=,4.2000000000000006e-08,7.376750709602099
3nsh,2.2,2010,IC50,=,4.7000000000000005e-07,6.327902142064283
3ivh,1.8,2010,IC50,=,4.7000000000000004e-08,7.327902142064283
3nnu,2.4,2010,IC50,=,4.8000000000000006e-08,7.318758762624412
2x4u,2.1,2010,IC50,=,4.8e-05,4.318758762624412
3kwz,1.49,2010,IC50,=,4e-09,8.397940008672037
3ken,2.5,2010,IC50,=,4e-06,5.3979400086720375
3l17,3.0,2010,IC50,=,5.2e-09,8.2839966563652
3nw7,2.11,2010,IC50,=,5.3e-09,8.275724130399212
2x2l,2.0,2010,IC50,=,5.299999999999999e-06,5.275724130399211
3okh,2.5,2010,IC50,=,5.7199999999999994e-06,5.242603971206976
3g4l,2.5,2010,IC50,=,5.8e-09,8.236572006437063
3hmv,2.23,2010,IC50,=,5.012e-08,7.299988937677887
3ls4,2.0,2010,IC50,=,5.000000000000001e-07,6.301029995663981
3n46,2.35,2010,IC50,=,4.9999999999999996e-05,4.301029995663981
3ipy,2.54,2010,IC50,=,5.1e-07,6.292429823902063
3oc0,2.7,2010,IC50,=,5.2e-07,6.2839966563652006
3k5d,2.9,2010,IC50,=,5.3000000000000005e-08,7.275724130399211
3mww,2.8,2010,IC50,=,5.7e-08,7.2441251443275085
2x52,1.7,2010,IC50,=,5.6999999999999996e-05,4.2441251443275085
3o8h,1.9,2010,IC50,=,5.800000000000001e-07,6.236572006437063
3kec,2.05,2010,IC50,=,5.8e-08,7.236572006437063
3o96,2.7,2010,IC50,=,5.8e-08,7.236572006437063
3n4l,2.7,2010,IC50,=,5.9000000000000006e-08,7.229147988357855
2x81,2.91,2010,IC50,=,5e-09,8.301029995663981
3g0g,2.45,2010,IC50,=,5e-09,8.301029995663981
3g0d,2.39,2010,IC50,=,5e-09,8.301029995663981
3lxl,1.74,2010,IC50,=,5e-09,8.301029995663981
3ly2,2.6,2010,IC50,=,5e-09,8.301029995663981
3ocb,2.7,2010,IC50,=,5e-09,8.301029995663981
3oct,1.95,2010,IC50,=,5e-09,8.301029995663981
3ot3,1.44,2010,IC50,=,5e-09,8.301029995663981
2xey,2.7,2010,IC50,=,6.5e-06,5.187086643357144
3ixk,2.5,2010,IC50,=,6.6e-09,8.18045606445813
3kwf,2.4,2010,IC50,=,6.8000000000000005e-09,8.167491087293763
3l5f,1.7,2010,IC50,=,6.05e-07,6.218244625347531
3ma3,2.3,2010,IC50,=,6.000000000000001e-08,7.221848749616356
2x9f,1.75,2010,IC50,=,6.1e-08,7.214670164989233
3kga,2.55,2010,IC50,=,6.1e-08,7.214670164989233
3h0s,2.43,2010,IC50,=,6.340000000000001e-07,6.1979107421182675
2x4s,2.55,2010,IC50,=,6.3e-05,4.200659450546418
3nok,1.65,2010,IC50,=,6.4e-05,4.1938200260161125
3my5,2.1,2010,IC50,=,6.5e-05,4.187086643357144
3owl,2.1,2010,IC50,=,6.7e-07,6.173925197299173
3pup,2.99,2010,IC50,=,6.000000000000001e-09,8.221848749616356
2xow,2.09,2010,IC50,=,6e-06,5.221848749616356
2xwy,2.53,2010,IC50,=,6e-06,5.221848749616356
3n5j,2.35,2010,IC50,=,6e-06,5.221848749616356
3o6t,2.4,2010,IC50,=,6e-06,5.221848749616356
3lxg,2.3,2010,IC50,=,7.2800000000000005e-09,8.137868620686962
2x4t,2.3,2010,IC50,=,7.33e-06,5.134896025358872
3o8g,1.9,2010,IC50,=,7.4e-06,5.130768280269024
3hnb,1.15,2010,IC50,=,7.8e-06,5.107905397309519
3gwt,1.75,2010,IC50,=,7.94e-12,11.100179497572904
3l5c,1.8,2010,IC50,=,7.000000000000001e-06,5.154901959985743
3oki,2.0,2010,IC50,=,7e-08,7.154901959985743
2xck,2.3,2010,IC50,=,7.13e-07,6.146910470148135
3ow3,1.9,2010,IC50,=,7.420000000000001e-07,6.129596094720973
3nzs,2.75,2010,IC50,=,7.500000000000001e-08,7.1249387366083
3l5d,1.75,2010,IC50,=,7.8e-05,4.107905397309519
3ho9,1.9,2010,IC50,=,7.890000000000001e-07,6.102922996790579
3ouh,2.51,2010,IC50,=,7.9e-08,7.102372908709558
2xuc,2.3,2010,IC50,=,7.9e-05,4.102372908709558
2wxi,2.8,2010,IC50,=,7.000000000000001e-09,8.154901959985743
3g0b,2.25,2010,IC50,=,7.000000000000001e-09,8.154901959985743
3kb7,2.5,2010,IC50,=,7.000000000000001e-09,8.154901959985743
3l54,2.3,2010,IC50,=,7.000000000000001e-09,8.154901959985743
3nw6,2.2,2010,IC50,=,7.000000000000001e-09,8.154901959985743
3nww,2.09,2010,IC50,=,7.000000000000001e-09,8.154901959985743
3msl,2.4,2010,IC50,=,7e-06,5.154901959985743
3n49,2.5,2010,IC50,=,7e-06,5.154901959985743
3oxz,2.2,2010,IC50,=,8.600000000000001e-09,8.065501548756432
3ovz,2.02,2010,IC50,=,8.7e-09,8.060480747381382
3nw5,2.14,2010,IC50,=,8.400000000000001e-06,5.075720713938118
3h0q,2.5,2010,IC50,=,8.42e-07,6.0746879085003505
2x5o,1.46,2010,IC50,=,8.499999999999999e-05,4.070581074285707
2wd3,1.8,2010,IC50,=,8.6e-08,7.0655015487564325
3fh5,1.63,2010,IC50,=,8.700000000000001e-08,7.060480747381382
3k3h,2.5,2010,IC50,=,8.800000000000001e-08,7.055517327849832
2wpa,2.51,2010,IC50,=,8e-09,8.096910013008056
3ion,2.4,2010,IC50,=,8e-09,8.096910013008056
3l58,1.8,2010,IC50,=,8e-09,8.096910013008056
3l8v,2.4,2010,IC50,=,8e-09,8.096910013008056
3l9h,2.0,2010,IC50,=,8e-09,8.096910013008056
3lxs,1.5,2010,IC50,=,8e-09,8.096910013008056
3nif,2.4,2010,IC50,=,8e-06,5.096910013008056
3iit,1.8,2010,IC50,=,9.5e-09,8.022276394711152
2wxo,2.49,2010,IC50,=,9.000000000000001e-08,7.045757490560675
3oqf,2.78,2010,IC50,=,9.100000000000001e-08,7.040958607678906
3nzc,2.0,2010,IC50,=,9.600000000000001e-08,7.017728766960431
2wxh,1.9,2010,IC50,=,9.000000000000001e-09,8.045757490560675
3mwu,1.98,2010,IC50,=,9.000000000000001e-09,8.045757490560675
3nnw,1.89,2010,IC50,=,9.000000000000001e-09,8.045757490560675
3ot8,1.65,2010,IC50,=,9.000000000000001e-09,8.045757490560675
3k98,2.4,2010,Kd,=,1e-09,9.0
3lzs,1.95,2010,Kd,=,1.0900000000000001e-11,10.962573502059376
3lzv,2.15,2010,Kd,=,2.6e-11,10.585026652029182
3myg,2.4,2010,Kd,=,2.0000000000000002e-11,10.698970004336019
3i02,2.6,2010,Kd,=,3e-08,7.522878745280337
3m5e,1.7,2010,Kd,=,4.2999999999999995e-08,7.366531544420414
3mhl,1.9,2010,Kd,=,5.6e-08,7.251811972993799
3hu2,2.85,2010,Kd,=,6e-08,7.221848749616356
3lzu,1.76,2010,Kd,=,8.7e-11,10.060480747381382
3hu3,2.2,2010,Kd,=,1.3e-07,6.886056647693163
3hu1,2.81,2010,Kd,=,1.3e-07,6.886056647693163
3psl,1.7,2010,Kd,=,1.3e-07,6.886056647693163
3kdb,1.66,2010,Kd,=,1.4000000000000003e-10,9.853871964321762
3iet,2.2,2010,Kd,=,1.4e-07,6.853871964321762
3m3x,1.68,2010,Kd,=,1.5e-07,6.823908740944319
3lxk,2.0,2010,Kd,=,1.6000000000000002e-10,9.795880017344075
3m40,1.6,2010,Kd,=,1.7000000000000001e-07,6.769551078621726
3m67,1.8,2010,Kd,=,1.8e-07,6.7447274948966935
3fsm,1.6,2010,Kd,=,1e-07,7.0
3hzy,2.1,2010,Kd,=,1e-07,7.0
3kdm,1.5,2010,Kd,=,1e-07,7.0
3mhm,1.5,2010,Kd,=,1e-07,7.0
2xhx,2.8,2010,Kd,=,2.5e-07,6.6020599913279625
3ip6,1.4,2010,Kd,=,2.5e-07,6.6020599913279625
3kmm,2.8,2010,Kd,=,2.0000000000000003e-10,9.698970004336019
3hzk,2.15,2010,Kd,=,2e-07,6.698970004336019
3mhi,1.7,2010,Kd,=,2e-07,6.698970004336019
2xjj,1.9,2010,Kd,=,3.1e-07,6.508638306165727
3mho,1.15,2010,Kd,=,3.2e-07,6.494850021680094
3nw3,2.5,2010,Kd,=,3.2e-07,6.494850021680094
3ogx,2.8,2010,Kd,=,3.3e-07,6.481486060122113
2xdx,2.42,2010,Kd,=,3.5e-07,6.455931955649724
3hzv,1.9,2010,Kd,=,3e-07,6.522878745280337
2xup,2.7,2010,Kd,=,4.0999999999999997e-13,12.387216143280265
3m3r,2.2,2010,Kd,=,4.8e-07,6.318758762624412
3lnz,1.95,2010,Kd,=,4.900000000000001e-10,9.309803919971486
3fw4,2.3,2010,Kd,=,4.0000000000000007e-10,9.397940008672037
3k1j,2.0,2010,Kd,=,4e-07,6.3979400086720375
3kdc,2.2,2010,Kd,=,5.200000000000001e-10,9.2839966563652
2xab,1.9,2010,Kd,=,5.400000000000001e-10,9.267606240177031
3oap,2.05,2010,Kd,=,5.5e-07,6.259637310505756
3k5v,1.74,2010,Kd,=,5e-07,6.301029995663981
3me9,1.37,2010,Kd,=,5e-07,6.301029995663981
3m55,1.55,2010,Kd,=,6.2e-07,6.2076083105017466
3m89,2.0,2010,Kd,=,6.9e-07,6.161150909262744
3acl,2.35,2010,Kd,=,6e-07,6.221848749616356
3ip5,1.35,2010,Kd,=,6e-07,6.221848749616356
3ipa,1.55,2010,Kd,=,6e-07,6.221848749616356
3p2e,1.68,2010,Kd,=,6e-07,6.221848749616356
3pb3,1.9,2010,Kd,=,6e-07,6.221848749616356
2xjx,1.66,2010,Kd,=,7.1e-10,9.148741651280925
3ig1,2.8,2010,Kd,=,7.3e-07,6.136677139879544
3ktr,1.7,2010,Kd,=,7e-07,6.154901959985743
3otf,2.4,2010,Kd,=,8.299999999999999e-07,6.080921907623926
3k54,1.94,2010,Kd,=,1e-09,9.0
3nex,1.7,2010,Kd,=,1e-06,6.0
2xht,2.27,2010,Kd,=,1.1e-06,5.958607314841775
3kgu,1.85,2010,Kd,=,1.2e-06,5.920818753952375
3neo,2.0,2010,Kd,=,1.2e-06,5.920818753952375
2y3p,2.62,2010,Kd,=,1.3e-06,5.886056647693163
3m54,1.6,2010,Kd,=,1.3e-06,5.886056647693163
3k00,1.55,2010,Kd,=,1.6999999999999998e-06,5.769551078621726
3gy2,1.57,2010,Kd,=,1.8e-06,5.7447274948966935
3kr1,2.3,2010,Kd,=,1.8e-06,5.7447274948966935
3lf0,2.4,2010,Kd,=,1.9299999999999997e-06,5.714442690992226
3k02,1.55,2010,Kd,=,9.999999999999999e-06,5.0
3lle,1.85,2010,Kd,=,1.07e-05,4.97061622231479
3huc,1.8,2010,Kd,=,1.03e-06,5.987162775294828
3l8x,2.4,2010,Kd,=,1e-08,8.0
3nga,2.71,2010,Kd,=,1e-08,8.0
3new,2.51,2010,Kd,=,9.999999999999999e-06,5.0
3omc,1.77,2010,Kd,=,9.999999999999999e-06,5.0
3iqj,1.15,2010,Kd,=,1.1699999999999998e-05,4.931814138253839
2wib,2.56,2010,Kd,=,1.18e-05,4.928117992693875
3luo,2.55,2010,Kd,=,1.13e-07,6.94692155651658
3a5y,1.9,2010,Kd,=,1.1000000000000001e-08,7.958607314841775
3m5a,1.75,2010,Kd,=,1.1e-05,4.958607314841775
3mmr,2.14,2010,Kd,=,1.1e-05,4.958607314841775
3nin,2.1,2010,Kd,=,1.24e-05,4.906578314837765
3juk,2.3,2010,Kd,=,1.29e-05,4.889410289700751
3m8u,1.85,2010,Kd,=,1.29e-05,4.889410289700751
3nij,2.1,2010,Kd,=,1.29e-05,4.889410289700751
3ies,2.0,2010,Kd,=,1.2e-10,9.920818753952375
3lp4,1.9,2010,Kd,=,1.3099999999999998e-05,4.882728704344236
3mo5,2.14,2010,Kd,=,1.36e-07,6.866461091629782
3kpw,2.4,2010,Kd,=,1.4e-05,4.853871964321762
3mo0,2.78,2010,Kd,=,1.54e-07,6.812479279163537
2xjg,2.25,2010,Kd,=,1.5000000000000002e-08,7.823908740944319
3mj1,1.72,2010,Kd,=,1.5000000000000002e-08,7.823908740944319
3kmx,1.7,2010,Kd,=,1.4999999999999999e-05,4.823908740944319
3kqy,2.2,2010,Kd,=,1.4999999999999999e-05,4.823908740944319
3lxo,1.55,2010,Kd,=,1.4999999999999999e-05,4.823908740944319
3g5v,2.0,2010,Kd,=,1.6e-08,7.795880017344075
3iqu,1.05,2010,Kd,=,1.7e-05,4.769551078621726
3hdk,1.8,2010,Kd,=,1.75e-05,4.756961951313706
3nim,2.0,2010,Kd,=,1.77e-05,4.752026733638194
2xg3,1.2,2010,Kd,=,1.82e-05,4.739928612014925
3n6k,2.25,2010,Kd,=,1.8000000000000002e-07,6.7447274948966935
3lcv,2.0,2010,Kd,=,1.8e-05,4.7447274948966935
3llm,2.8,2010,Kd,=,1.8e-05,4.7447274948966935
3ny3,1.6,2010,Kd,=,1.9299999999999998e-05,4.714442690992226
3lk8,1.8,2010,Kd,=,1.97e-08,7.705533773838407
2x2c,2.41,2010,Kd,=,1.9e-08,7.721246399047171
2wzy,2.51,2010,Kd,=,1.9e-11,10.721246399047171
3okp,2.0,2010,Kd,=,1.8999999999999998e-05,4.721246399047171
3oka,2.2,2010,Kd,=,1.8999999999999998e-05,4.721246399047171
3omg,1.85,2010,Kd,=,1.8999999999999998e-05,4.721246399047171
3jrx,2.5,2010,Kd,=,1e-09,9.0
3met,2.0,2010,Kd,=,1e-06,6.0
3nyn,2.72,2010,Kd,=,1e-06,6.0
3al3,2.15,2010,Kd,=,2.1e-06,5.6777807052660805
3p4f,2.35,2010,Kd,=,2.2e-06,5.657577319177793
3l1n,1.3,2010,Kd,=,2.3399999999999996e-06,5.6307841425898575
3gy3,1.7,2010,Kd,=,2.36e-06,5.627087997029894
3hkw,1.55,2010,Kd,=,2.3e-09,8.638272163982407
3ip9,1.8,2010,Kd,=,2.4e-06,5.619788758288394
3nes,1.75,2010,Kd,=,2.4e-06,5.619788758288394
2x4z,2.1,2010,Kd,=,2.7e-09,8.568636235841012
3iqq,2.01,2010,Kd,=,2.8999999999999998e-06,5.537602002101044
3jyr,1.75,2010,Kd,=,2.8999999999999998e-06,5.537602002101044
3n7s,2.1,2010,Kd,=,2e-08,7.698970004336019
3n7r,2.9,2010,Kd,=,2e-08,7.698970004336019
2wva,2.2,2010,Kd,=,2e-11,10.698970004336019
3kr0,2.6,2010,Kd,=,1.9999999999999998e-05,4.698970004336019
3lm1,2.1,2010,Kd,=,1.9999999999999998e-05,4.698970004336019
3nkk,1.12,2010,Kd,=,1.9999999999999998e-05,4.698970004336019
3p2k,2.7,2010,Kd,=,1.9999999999999998e-05,4.698970004336019
3lnj,2.4,2010,Kd,=,2.1900000000000002e-07,6.6595558851598815
3miy,1.67,2010,Kd,=,2.1000000000000003e-08,7.6777807052660805
3mss,1.95,2010,Kd,=,2.2e-05,4.657577319177793
3ljo,1.5,2010,Kd,=,2.39e-07,6.621602099051862
2xs8,2.5,2010,Kd,=,2.45e-05,4.610833915635467
3lgs,2.2,2010,Kd,=,2.48e-05,4.605548319173784
3mo2,2.49,2010,Kd,=,2.44e-07,6.61261017366127
3o4k,2.11,2010,Kd,=,2.4000000000000003e-08,7.619788758288394
3ob2,2.1,2010,Kd,=,2.58e-05,4.58838029403677
3fh7,2.05,2010,Kd,=,2.5000000000000002e-08,7.6020599913279625
3adt,2.7,2010,Kd,=,2.8e-05,4.552841968657781
3p8p,2.5,2010,Kd,=,2.8e-05,4.552841968657781
3l81,1.6,2010,Kd,=,2.96e-05,4.528708288941061
2x7x,2.64,2010,Kd,=,2e-06,5.698970004336019
3kgt,1.95,2010,Kd,=,3.1e-06,5.508638306165727
3i73,2.4,2010,Kd,=,3.23e-06,5.490797477668897
3hmp,2.3,2010,Kd,=,3.24e-06,5.489454989793388
3m58,1.4,2010,Kd,=,3.2999999999999997e-06,5.481486060122113
2xde,1.4,2010,Kd,=,3.42e-06,5.465973893943865
3kdd,1.8,2010,Kd,=,3.4500000000000003e-09,8.462180904926726
3pd2,1.86,2010,Kd,=,3.3999999999999996e-06,5.468521082957745
3pty,2.0,2010,Kd,=,3.6499999999999998e-06,5.437707135543525
3lp7,2.04,2010,Kd,=,3.6e-06,5.443697499232713
2xbv,1.66,2010,Kd,=,3.7000000000000005e-09,8.431798275933005
3nhi,1.43,2010,Kd,=,3.7000000000000005e-09,8.431798275933005
3ng4,1.73,2010,Kd,=,3.7e-06,5.431798275933005
3ob1,2.2,2010,Kd,=,3.83e-06,5.416801226031377
3hmo,2.4,2010,Kd,=,3.05e-08,7.515700160653214
3ljj,1.55,2010,Kd,=,3.0000000000000004e-07,6.522878745280337
3gy7,1.55,2010,Kd,=,2.9999999999999997e-05,4.522878745280337
3o6l,2.1,2010,Kd,=,3.1e-08,7.508638306165727
3l2y,2.7,2010,Kd,=,3.2069999999999996e-05,4.4939010400715595
3kmy,1.9,2010,Kd,=,3.2e-05,4.494850021680094
3pd4,2.4,2010,Kd,=,3.32e-05,4.478861916295964
3o6m,2.4,2010,Kd,=,3.3000000000000004e-08,7.481486060122112
3o8p,2.1,2010,Kd,=,3.5000000000000004e-07,6.455931955649724
3g5y,1.59,2010,Kd,=,3.5e-08,7.455931955649724
3pd3,1.86,2010,Kd,=,3.62e-05,4.441291429466834
3okc,2.4,2010,Kd,=,3.65e-05,4.437707135543525
3kqr,1.5,2010,Kd,=,3.679999999999999e-05,4.434152181326483
3m3e,2.1,2010,Kd,=,3.745e-05,4.426548177964515
2wyf,2.4,2010,Kd,=,3.7e-05,4.431798275933005
3hzm,1.8,2010,Kd,=,3e-06,5.522878745280337
3m57,1.7,2010,Kd,=,4e-06,5.3979400086720375
2wic,2.05,2010,Kd,=,4.1e-06,5.3872161432802645
3mf5,2.0,2010,Kd,=,4.32e-06,5.364516253185088
3lqj,1.9,2010,Kd,=,4.2999999999999995e-06,5.366531544420414
3ncq,1.24,2010,Kd,=,4.4e-06,5.356547323513812
3npc,2.35,2010,Kd,=,4.6e-09,8.337242168318426
3kqt,2.4,2010,Kd,=,4.599999999999999e-06,5.337242168318426
3nee,1.55,2010,Kd,=,4.599999999999999e-06,5.337242168318426
3nrz,1.8,2010,Kd,=,4.599999999999999e-06,5.337242168318426
2x00,2.4,2010,Kd,=,4.7e-12,11.327902142064282
3ml4,2.6,2010,Kd,=,4.7e-06,5.327902142064283
2xhr,2.2,2010,Kd,=,4.8e-09,8.318758762624412
3m53,1.85,2010,Kd,=,4.9000000000000005e-06,5.309803919971486
2xtn,1.9,2010,Kd,=,4e-08,7.3979400086720375
3m17,2.6,2010,Kd,=,4e-08,7.3979400086720375
3i5r,1.7,2010,Kd,=,3.9999999999999996e-05,4.3979400086720375
3l6x,2.4,2010,Kd,=,3.9999999999999996e-05,4.3979400086720375
3guz,1.67,2010,Kd,=,4.2e-05,4.376750709602099
3nth,2.8,2010,Kd,=,4.8e-05,4.318758762624412
3hs9,2.15,2010,Kd,=,4.900000000000001e-07,6.309803919971486
3mxf,1.6,2010,Kd,=,4.9e-08,7.309803919971486
2xyn,2.81,2010,Kd,=,4e-09,8.397940008672037
3l6h,2.3,2010,Kd,=,4e-06,5.3979400086720375
2xzw,1.95,2010,Kd,=,5.0999999999999995e-06,5.292429823902063
3k8q,2.5,2010,Kd,=,5.2000000000000005e-12,11.2839966563652
3n9s,1.85,2010,Kd,=,5.5e-06,5.259637310505756
2xl3,2.7,2010,Kd,=,5.6e-06,5.251811972993799
2xl2,2.4,2010,Kd,=,5.6e-06,5.251811972993799
3m59,1.7,2010,Kd,=,5.7999999999999995e-06,5.236572006437063
3mle,2.8,2010,Kd,=,5.7999999999999995e-06,5.236572006437063
3lq2,1.96,2010,Kd,=,5.97e-06,5.224025668870631
3lq4,1.98,2010,Kd,=,5.97e-06,5.224025668870631
3obu,1.6,2010,Kd,=,4.9999999999999996e-05,4.301029995663981
3l3q,2.3,2010,Kd,=,5.3200000000000007e-08,7.274088367704952
3iwy,1.93,2010,Kd,=,5.3000000000000005e-08,7.275724130399211
3ijg,1.7,2010,Kd,=,5.4e-05,4.267606240177032
2xib,2.2,2010,Kd,=,5.5100000000000004e-08,7.258848401148215
3p5o,1.6,2010,Kd,=,5.5200000000000005e-08,7.2580609222708015
3lk1,1.79,2010,Kd,=,5.52e-05,4.2580609222708015
3nii,2.1,2010,Kd,=,5.85e-05,4.23284413391782
3o84,2.1,2010,Kd,=,5.8e-08,7.236572006437063
3hs8,1.9,2010,Kd,=,4.9999999999999996e-06,5.301029995663981
3p8h,2.55,2010,Kd,=,4.9999999999999996e-06,5.301029995663981
3ilq,2.05,2010,Kd,=,6.2e-06,5.2076083105017466
3nsq,2.6,2010,Kd,=,6.2e-06,5.2076083105017466
3kqs,2.0,2010,Kd,=,6.3e-06,5.200659450546418
3iqv,1.2,2010,Kd,=,6.5999999999999995e-06,5.180456064458132
3lqi,1.92,2010,Kd,=,6.9e-06,5.161150909262744
3kyq,2.44,2010,Kd,=,5.9999999999999995e-05,4.221848749616356
3if7,1.6,2010,Kd,=,6.1e-08,7.214670164989233
2won,2.8,2010,Kd,=,6.240000000000001e-07,6.204815410317576
2xii,1.8,2010,Kd,=,6.33e-08,7.198596289982645
2xto,2.8,2010,Kd,=,6.3e-07,6.200659450546418
3ms9,1.8,2010,Kd,=,6e-06,5.221848749616356
3n1c,2.0,2010,Kd,=,6e-06,5.221848749616356
3nti,2.8,2010,Kd,=,6e-06,5.221848749616356
