pdb_code,resolution,year,measure_type,operator,affinity_m,paffinity,split
2ihj,2.0,2007,Ki,=,2.57e-05,4.590066876668706,train
2o8h,1.8,2007,Ki,=,2.5e-08,7.602059991327962,train
2r9b,2.8,2007,Ki,=,2.710000000000001e-07,6.567030709125595,train
2v96,2.4,2007,Ki,=,2.9e-05,4.537602002101044,train
2jh0,1.7,2007,Ki,=,2e-09,8.698970004336019,train
2nnq,1.8,2007,Ki,=,2e-09,8.698970004336019,train
2oaz,1.9,2007,Ki,=,2e-09,8.698970004336019,train
2uwo,1.75,2007,Ki,=,2e-09,8.698970004336019,train
2oqi,2.8,2007,Ki,=,3.2e-09,8.494850021680094,train
2o0u,2.1,2007,Ki,=,3.2e-06,5.494850021680094,train
2uy5,1.6,2007,Ki,=,3.2e-06,5.494850021680094,train
2p3b,2.1,2007,Ki,=,3.3e-09,8.481486060122112,train
2r5p,2.3,2007,Ki,=,3.3e-09,8.481486060122112,train
2oag,2.3,2007,Ki,=,3.4000000000000003e-09,8.468521082957745,train
2o4h,2.7,2007,Ki,=,3.0000000000000004e-07,6.522878745280337,train
2eg8,2.2,2007,Ki,=,3.18e-05,4.497572880015567,train
2cfd,1.6,2007,Ki,=,3.2e-08,7.494850021680094,train
2hhn,1.55,2007,Ki,=,3.2e-08,7.494850021680094,train
2r2w,2.01,2007,Ki,=,3.4e-05,4.468521082957745,train
2g71,2.2,2007,Ki,=,3.5e-08,7.455931955649724,train
2p53,2.1,2007,Ki,=,3.5e-08,7.455931955649724,train
2jh5,2.5,2007,Ki,=,3.6700000000000004e-07,6.43533393574791,train
2cfg,1.55,2007,Ki,=,3.6000000000000005e-08,7.443697499232712,train
2oxn,1.7,2007,Ki,=,3.6000000000000005e-08,7.443697499232712,train
2i72,2.2,2007,Ki,=,3.7e-08,7.431798275933005,train
2oc2,2.25,2007,Ki,=,3e-09,8.522878745280337,train
2qu6,2.1,2007,Ki,=,3e-09,8.522878745280337,train
2nnk,1.25,2007,Ki,=,4.3000000000000005e-09,8.366531544420413,train
2nnp,1.2,2007,Ki,=,4.3000000000000005e-09,8.366531544420413,train
2nmz,0.97,2007,Ki,=,4.3000000000000005e-09,8.366531544420413,train
2glm,2.6,2007,Ki,=,4.3e-06,5.366531544420414,train
2gkl,1.86,2007,Ki,=,4.5e-06,5.346787486224656,train
2j62,2.26,2007,Ki,=,4.6e-12,11.337242168318426,train
2j95,2.01,2007,Ki,=,4e-09,8.397940008672037,train
2ovy,1.8,2007,Ki,=,4e-09,8.397940008672037,train
2uwl,1.9,2007,Ki,=,4e-09,8.397940008672037,train
2pbw,2.5,2007,Ki,=,5.56e-09,8.254925208417943,train
2qft,1.55,2007,Ki,=,5.5e-06,5.259637310505756,train
2jfz,1.86,2007,Ki,=,5.8e-06,5.236572006437063,train
2nwn,2.15,2007,Ki,=,5.000000000000001e-07,6.301029995663981,train
2j94,2.1,2007,Ki,=,5.34e-07,6.272458742971444,train
2ql7,2.4,2007,Ki,=,5.5e-07,6.259637310505756,train
2qzr,1.95,2007,Ki,=,5.5e-08,7.259637310505756,train
2qrk,1.75,2007,Ki,=,5.5e-05,4.259637310505756,train
2o4z,2.1,2007,Ki,=,5.660000000000001e-07,6.247183568811728,train
2obo,2.6,2007,Ki,=,5.7e-08,7.244125144327507,train
2psv,1.75,2007,Ki,=,5.8e-08,7.236572006437063,train
2cen,1.7,2007,Ki,=,5e-09,8.301029995663981,train
2q5k,1.95,2007,Ki,=,5e-12,11.30102999566398,train
2oyk,1.5,2007,Ki,=,5e-06,5.301029995663981,train
2jds,2.0,2007,Ki,=,6.3e-09,8.200659450546418,train
2i4v,1.5,2007,Ki,=,6.3e-12,11.200659450546418,train
2h6t,1.9,2007,Ki,=,6.000000000000002e-08,7.221848749616356,train
2pow,1.75,2007,Ki,=,6.300000000000002e-08,7.200659450546418,train
3b3w,1.75,2007,Ki,=,6.5e-05,4.187086643357144,train
2qfu,1.6,2007,Ki,=,6.599999999999999e-05,4.180456064458132,train
2v2q,2.3,2007,Ki,=,7.12e-05,4.147520006363144,train
2pov,1.6,2007,Ki,=,7.500000000000001e-08,7.1249387366083,train
2q70,1.95,2007,Ki,=,8.300000000000002e-09,8.080921907623926,train
2qu5,2.95,2007,Ki,=,8.7e-09,8.060480747381382,train
2z1w,1.63,2007,Ki,=,8.3e-05,4.080921907623926,train
2v2v,2.4,2007,Ki,=,8.58e-05,4.066512712151295,train
2q11,2.4,2007,Ki,=,9.000000000000001e-07,6.045757490560675,train
2ow7,1.77,2008,IC50,=,1.4e-05,4.853871964321762,train
2vv9,1.9,2008,IC50,=,1.7e-08,7.769551078621726,train
2vcx,2.1,2008,IC50,=,2.1e-08,7.67778070526608,train
3ctj,2.5,2008,IC50,=,3.5e-08,7.455931955649724,train
2rgp,2.0,2008,IC50,=,3e-08,7.522878745280337,train
2w3l,2.1,2008,IC50,=,3e-08,7.522878745280337,train
3bmy,1.6,2008,IC50,=,3e-08,7.522878745280337,train
3cp9,2.5,2008,IC50,=,4.8e-08,7.318758762624412,train
2rc9,1.96,2008,IC50,=,4e-08,7.397940008672037,train
2vwx,1.65,2008,IC50,=,4e-08,7.397940008672037,train
3dog,2.7,2008,IC50,=,4e-08,7.397940008672037,train
3br9,2.3,2008,IC50,=,6.2e-08,7.207608310501746,train
3d7h,1.55,2008,IC50,=,6e-11,10.221848749616356,train
2r7b,2.7,2008,IC50,=,6e-08,7.221848749616356,train
3cth,2.3,2008,IC50,=,1.1e-07,6.958607314841775,train
3bi1,1.5,2008,IC50,=,1.2e-10,9.920818753952377,train
2vd1,2.25,2008,IC50,=,1.3800000000000004e-07,6.860120913598763,train
3f5p,2.9,2008,IC50,=,1.4e-07,6.853871964321762,train
3e7b,1.7,2008,IC50,=,1.6000000000000002e-10,9.795880017344077,train
2q8s,2.3,2008,IC50,=,1.85e-07,6.732828271596986,train
3bm9,1.6,2008,IC50,=,1.9e-07,6.721246399047171,train
2qc6,1.85,2008,IC50,=,1e-07,7.0,train
3di6,2.65,2008,IC50,=,1e-07,7.0,train
3c45,2.05,2008,IC50,=,2.1e-10,9.67778070526608,train
3ddq,1.8,2008,IC50,=,2.1000000000000003e-07,6.6777807052660805,train
2vx1,1.65,2008,IC50,=,2.2e-07,6.657577319177793,train
2vww,1.9,2008,IC50,=,2.4e-07,6.619788758288394,train
3drp,2.6,2008,IC50,=,2.0000000000000003e-10,9.69897000433602,train
2jdl,2.2,2008,IC50,=,3.7e-10,9.431798275933003,train
2rc8,1.45,2008,IC50,=,3e-07,6.522878745280337,train
3el7,2.8,2008,IC50,=,4.8e-07,6.318758762624412,train
3e2m,2.0,2008,IC50,=,4.0000000000000007e-10,9.397940008672036,train
2q93,1.6,2008,IC50,=,5.6e-07,6.251811972993799,train
2qu3,2.0,2008,IC50,=,5.9e-07,6.229147988357856,train
3b8q,2.75,2008,IC50,=,5e-10,9.30102999566398,train
3bys,2.2,2008,IC50,=,5e-10,9.30102999566398,train
2qyl,1.95,2008,IC50,=,6.5e-07,6.187086643357144,train
3dwb,2.38,2008,IC50,=,6.5e-07,6.187086643357144,train
2z78,2.1,2008,IC50,=,7.599999999999999e-07,6.119186407719209,train
2vwz,1.65,2008,IC50,=,7.94e-07,6.100179497572904,train
2zdz,2.0,2008,IC50,=,7e-07,6.154901959985743,train
3byu,2.3,2008,IC50,=,8e-10,9.096910013008056,train
3ds6,2.9,2008,IC50,=,8e-10,9.096910013008056,train
2vcq,1.95,2008,IC50,=,9.2e-07,6.036212172654444,train
2z4w,2.45,2008,IC50,=,9.8e-07,6.008773924307505,train
2qa8,1.85,2008,IC50,=,9.9e-07,6.00436480540245,train
3f66,1.4,2008,IC50,=,9e-07,6.045757490560675,train
2q92,1.9,2008,IC50,=,1.1e-06,5.958607314841775,train
2q96,1.6,2008,IC50,=,1.2e-06,5.920818753952375,train
3c6u,2.7,2008,IC50,=,1.35e-09,8.869666231504993,train
2viq,2.0,2008,IC50,=,1.3e-06,5.886056647693163,train
2r4f,1.7,2008,IC50,=,1.5e-09,8.823908740944319,train
3bz3,2.2,2008,IC50,=,1.5e-09,8.823908740944319,train
2vtr,1.9,2008,IC50,=,1.5e-06,5.823908740944319,train
3bet,1.85,2008,IC50,=,1.5e-06,5.823908740944319,train
3dpd,2.85,2008,IC50,=,1.6599999999999998e-06,5.779891911959945,train
2q95,1.7,2008,IC50,=,1.6e-06,5.795880017344075,train
3e63,1.9,2008,IC50,=,1.6e-06,5.795880017344075,train
3ce3,2.4,2008,IC50,=,1.8e-09,8.744727494896694,train
2pjc,1.74,2008,IC50,=,1.9e-09,8.721246399047171,train
2vtj,2.2,2008,IC50,=,1.9e-06,5.721246399047171,train
3c4f,2.07,2008,IC50,=,1.9e-06,5.721246399047171,train
2r3l,1.65,2008,IC50,=,1.0000000000000001e-07,7.0,train
3c4e,1.98,2008,IC50,=,0.0001,4.0,train
2r3j,1.65,2008,IC50,=,1e-08,8.0,train
2r3m,1.7,2008,IC50,=,1e-08,8.0,train
3dej,2.6,2008,IC50,=,1e-08,8.0,train
2z50,2.01,2008,IC50,=,1.122e-05,4.950007143079858,train
3bh8,1.65,2008,IC50,=,1.12e-08,7.950781977329818,train
3bpr,2.8,2008,IC50,=,1.13e-05,4.94692155651658,train
2vd0,2.2,2008,IC50,=,1.16e-05,4.935542010773082,train
2zva,2.6,2008,IC50,=,1.1000000000000001e-08,7.958607314841775,train
2pks,2.5,2008,IC50,=,1.1e-05,4.958607314841775,train
3e7o,2.14,2008,IC50,=,1.2000000000000004e-07,6.920818753952375,train
2pj9,1.56,2008,IC50,=,1.2000000000000002e-08,7.920818753952375,train
3chd,2.0,2008,IC50,=,1.2e-05,4.920818753952375,train
2zas,2.0,2008,IC50,=,1.3900000000000002e-08,7.856985199745905,train
2onc,2.55,2008,IC50,=,1.3e-08,7.886056647693163,train
2vj6,1.8,2008,IC50,=,1.3e-08,7.886056647693163,train
2vtq,1.9,2008,IC50,=,1.4e-07,6.853871964321762,train
3deh,2.5,2008,IC50,=,1.49e-07,6.826813731587726,train
3cib,1.72,2008,IC50,=,1.4e-08,7.853871964321762,train
3d7d,1.69,2008,IC50,=,1.4e-08,7.853871964321762,train
3ehw,1.8,2008,IC50,=,1.5199999999999998e-05,4.818156412055227,train
3cqu,2.2,2008,IC50,=,1.5100000000000004e-07,6.82102305270683,train
2pj5,1.65,2008,IC50,=,1.5000000000000002e-08,7.823908740944319,train
2ea2,2.5,2008,IC50,=,1.6e-08,7.795880017344075,train
2vwv,1.9,2008,IC50,=,1.6e-05,4.795880017344075,train
2jkm,2.31,2008,IC50,=,1.776e-08,7.750557038557417,train
2piz,1.6,2008,IC50,=,1.7000000000000001e-07,6.769551078621726,train
2pj7,1.77,2008,IC50,=,1.7e-08,7.769551078621726,train
3d7g,1.75,2008,IC50,=,1.7e-08,7.769551078621726,train
2ph8,1.7,2008,IC50,=,1.8e-06,5.7447274948966935,train
2vj9,1.6,2008,IC50,=,1.8000000000000002e-07,6.7447274948966935,train
2pj8,1.7,2008,IC50,=,1.8000000000000002e-08,7.744727494896693,train
2vd4,1.9,2008,IC50,=,1.8e-05,4.7447274948966935,train
2zjf,2.4,2008,IC50,=,1.9e-08,7.721246399047171,train
2w05,1.9,2008,IC50,=,1e-09,9.0,train
2r3i,1.28,2008,IC50,=,1e-06,6.0,train
3f69,2.8,2008,IC50,=,1e-06,6.0,train
3c6t,2.7,2008,IC50,=,2.11e-09,8.675717544702307,train
2pja,1.7,2008,IC50,=,2.2000000000000003e-09,8.657577319177793,train
3dt1,2.8,2008,IC50,=,2.4e-09,8.619788758288394,train
2qnx,2.7,2008,IC50,=,2.4e-06,5.619788758288394,train
2qo1,2.6,2008,IC50,=,2.7e-06,5.568636235841013,train
3daj,2.0,2008,IC50,=,2.9e-06,5.537602002101044,train
3bwf,2.35,2008,IC50,=,2e-10,9.69897000433602,train
2e9o,2.1,2008,IC50,=,2e-08,7.698970004336019,train
2piy,1.43,2008,IC50,=,2e-08,7.698970004336019,train
3c7q,2.1,2008,IC50,=,2.1000000000000003e-08,7.67778070526608,train
3c72,2.3,2008,IC50,=,2.27e-05,4.6439741428068775,train
2zm1,2.1,2008,IC50,=,2.2e-07,6.657577319177793,train
3eio,2.0,2008,IC50,=,2.2300000000000002e-07,6.651695136951839,train
2pre,2.7,2008,IC50,=,2.2500000000000002e-07,6.647817481888637,train
3eyl,3.0,2008,IC50,=,2.5000000000000004e-07,6.6020599913279625,train
2zp0,2.7,2008,IC50,=,2.5e-08,7.602059991327962,train
3el8,2.3,2008,IC50,=,2.5e-08,7.602059991327962,train
2v13,2.8,2008,IC50,=,2.6e-08,7.585026652029182,train
3cgf,3.0,2008,IC50,=,2.7e-07,6.568636235841013,train
3dek,2.4,2008,IC50,=,2.7e-08,7.568636235841013,train
3cho,1.8,2008,IC50,=,2.8e-07,6.552841968657781,train
2vnn,1.87,2008,IC50,=,2e-09,8.698970004336019,train
2w17,2.15,2008,IC50,=,2e-09,8.698970004336019,train
3be2,1.75,2008,IC50,=,2e-09,8.698970004336019,train
3cn0,1.52,2008,IC50,=,3.08e-06,5.511449283499556,train
2rg5,2.4,2008,IC50,=,3.1e-09,8.508638306165727,train
2qyk,2.1,2008,IC50,=,3.3e-06,5.481486060122113,train
2rf2,2.4,2008,IC50,=,3.6e-09,8.443697499232712,train
2qu2,2.6,2008,IC50,=,3.7e-06,5.431798275933005,train
2qnz,2.3,2008,IC50,=,3.8e-06,5.42021640338319,train
2vts,1.9,2008,IC50,=,3.0000000000000004e-08,7.522878745280337,train
2zmj,2.35,2008,IC50,=,3.0000000000000004e-08,7.522878745280337,train
3e01,2.95,2008,IC50,=,3.0000000000000004e-08,7.522878745280337,train
3ccb,2.49,2008,IC50,=,3e-05,4.522878745280337,train
2zlf,2.59,2008,IC50,=,3.1e-05,4.508638306165727,train
3d4l,2.0,2008,IC50,=,3.2e-08,7.494850021680094,train
2vie,1.9,2008,IC50,=,3.3000000000000004e-08,7.481486060122112,train
2vqj,2.1,2008,IC50,=,3.6700000000000004e-07,6.43533393574791,train
3dm6,2.6,2008,IC50,=,3.7e-08,7.431798275933005,train
3bgm,1.6,2008,IC50,=,3.85e-08,7.414539270491499,train
2qmf,1.75,2008,IC50,=,3e-09,8.522878745280337,train
2vnm,1.79,2008,IC50,=,3e-09,8.522878745280337,train
2vtp,2.15,2008,IC50,=,3e-09,8.522878745280337,train
3cic,1.75,2008,IC50,=,3e-09,8.522878745280337,train
3dcv,2.7,2008,IC50,=,3e-09,8.522878745280337,train
3dya,2.3,2008,IC50,=,3e-09,8.522878745280337,train
3cgo,3.0,2008,IC50,=,3e-06,5.522878745280337,train
2v22,2.6,2008,IC50,=,4.1e-06,5.3872161432802645,train
3chf,1.95,2008,IC50,=,4.3e-06,5.366531544420414,train
2qaf,1.95,2008,IC50,=,4.4e-06,5.356547323513812,train
3bgl,2.23,2008,IC50,=,4.5000000000000014e-09,8.346787486224656,train
3eql,2.7,2008,IC50,=,4.99e-06,5.30189945437661,train
3e62,1.92,2008,IC50,=,4.09e-05,4.388276691992658,train
3ctq,1.95,2008,IC50,=,4e-08,7.397940008672037,train
3dei,2.8,2008,IC50,=,4e-08,7.397940008672037,train
2vio,1.8,2008,IC50,=,4e-05,4.3979400086720375,train
2ei6,2.3,2008,IC50,=,4.1e-08,7.387216143280264,train
3cqw,2.0,2008,IC50,=,4.2000000000000006e-08,7.376750709602099,train
2vtt,1.68,2008,IC50,=,4.4000000000000004e-08,7.356547323513812,train
2vrx,1.86,2008,IC50,=,4.5000000000000006e-08,7.346787486224656,train
2ea4,2.35,2008,IC50,=,4.6e-08,7.337242168318426,train
2vu3,1.85,2008,IC50,=,4.7000000000000004e-08,7.327902142064283,train
2rl5,2.65,2008,IC50,=,4e-09,8.397940008672037,train
3bl7,2.31,2008,IC50,=,4e-09,8.397940008672037,train
3che,2.05,2008,IC50,=,5.1e-06,5.292429823902063,train
2vip,1.72,2008,IC50,=,5.2e-06,5.2839966563652006,train
2qq7,2.38,2008,IC50,=,5.71e-06,5.243363891754152,train
2vvt,1.65,2008,IC50,=,5.8e-06,5.236572006437063,train
2r3f,1.5,2008,IC50,=,5.000000000000001e-07,6.301029995663981,train
2vgo,1.7,2008,IC50,=,5.000000000000001e-07,6.301029995663981,train
2viv,1.72,2008,IC50,=,5.2e-07,6.2839966563652006,train
3chp,2.1,2008,IC50,=,5.4e-06,5.267606240177032,train
3d27,2.2,2008,IC50,=,5.57e-05,4.254144804826272,train
3cj3,1.87,2008,IC50,=,5.7e-05,4.2441251443275085,train
2qmd,1.65,2008,IC50,=,5e-09,8.301029995663981,train
3bc5,2.27,2008,IC50,=,5e-09,8.301029995663981,train
3cid,1.8,2008,IC50,=,5e-09,8.301029995663981,train
2vj1,2.25,2008,IC50,=,5e-06,5.301029995663981,train
2jkk,2.0,2008,IC50,=,6.240000000000001e-09,8.204815410317575,train
2e9n,2.5,2008,IC50,=,6.200000000000001e-09,8.207608310501746,train
3cjf,2.15,2008,IC50,=,6.3e-09,8.200659450546418,train
2pmn,2.8,2008,IC50,=,6.3e-06,5.200659450546418,train
3c5u,2.8,2008,IC50,=,6.400000000000001e-09,8.193820026016112,train
2pj3,1.64,2008,IC50,=,6.6e-09,8.18045606445813,train
2r3o,1.8,2008,IC50,=,6.000000000000001e-07,6.221848749616356,train
2viz,1.6,2008,IC50,=,6.05e-07,6.218244625347531,train
3chr,2.2,2008,IC50,=,6.1e-08,7.214670164989233,train
2rip,2.9,2008,IC50,=,6.5e-08,7.187086643357144,train
3ee2,1.91,2008,IC50,=,6.5e-05,4.187086643357144,train
2vti,2.0,2008,IC50,=,6.6e-07,6.180456064458132,train
2r4b,2.4,2008,IC50,=,6.600000000000002e-08,7.180456064458132,train
3bl9,1.8,2008,IC50,=,6.600000000000002e-08,7.180456064458132,train
2v16,2.8,2008,IC50,=,6.000000000000001e-09,8.221848749616356,train
3bym,2.0,2008,IC50,=,6.000000000000001e-09,8.221848749616356,train
3bki,1.87,2008,IC50,=,7.599999999999999e-06,5.119186407719209,train
2jko,1.65,2008,IC50,=,7.700000000000001e-09,8.113509274827518,train
2jkq,2.6,2008,IC50,=,7.700000000000001e-09,8.113509274827518,train
2r3n,1.63,2008,IC50,=,7e-08,7.154901959985743,train
3dbs,2.8,2008,IC50,=,7.500000000000001e-08,7.1249387366083,train
2zof,2.3,2008,IC50,=,7.0000000000000015e-09,8.154901959985743,train
2pj0,1.65,2008,IC50,=,8.1e-09,8.09151498112135,train
3ens,2.3,2008,IC50,=,8.9e-09,8.050609993355087,train
2r3g,1.55,2008,IC50,=,8.000000000000001e-07,6.096910013008056,train
2vle,2.4,2008,IC50,=,8e-08,7.096910013008056,train
2qiq,1.9,2008,IC50,=,7.999999999999999e-05,4.096910013008056,train
2w06,2.04,2008,IC50,=,8.3e-08,7.080921907623926,train
2vtn,2.2,2008,IC50,=,8.5e-07,6.070581074285707,train
2vtd,1.94,2008,IC50,=,8.499999999999999e-05,4.070581074285707,train
2qk5,2.2,2008,IC50,=,8e-09,8.096910013008056,train
2qp8,1.5,2008,IC50,=,8e-09,8.096910013008056,train
2qzl,1.8,2008,IC50,=,8e-09,8.096910013008056,train
3ccc,2.71,2008,IC50,=,8e-09,8.096910013008056,train
2zdt,2.0,2008,IC50,=,9.6e-09,8.017728766960431,train
2pj1,1.64,2008,IC50,=,9.7e-09,8.013228265733755,train
3ddb,1.6,2008,IC50,=,9.5e-05,4.022276394711152,train
2vqm,1.8,2008,IC50,=,9.78e-07,6.009661145212399,train
2vtl,2.0,2008,IC50,=,9.7e-05,4.013228265733755,train
2zv9,2.76,2008,IC50,=,9.000000000000001e-09,8.045757490560675,train
3cd8,2.0,2008,IC50,=,9.000000000000001e-09,8.045757490560675,train
2z8e,1.99,2008,Kd,=,1e-08,8.0,train
2q2a,1.79,2008,Kd,=,3.9e-08,7.4089353929735005,train
3e64,1.8,2008,Kd,=,7.8e-08,7.107905397309519,train
2vt3,2.0,2008,Kd,=,7.000000000000001e-05,4.154901959985743,train
2zmd,2.88,2008,Kd,=,9.8e-08,7.008773924307505,train
3exe,1.98,2008,Kd,=,1.1e-07,6.958607314841775,train
3cow,1.8,2008,Kd,=,1.25e-07,6.903089986991944,train
3bu8,2.15,2008,Kd,=,1.2e-07,6.920818753952375,train
2jgs,1.9,2008,Kd,=,2.4e-07,6.619788758288394,train
2vwc,2.4,2008,Kd,=,2.4e-07,6.619788758288394,train
2p7z,2.5,2008,Kd,=,2.62e-07,6.581698708680254,train
2p7g,2.1,2008,Kd,=,2.97e-07,6.527243550682788,train
3d0b,1.74,2008,Kd,=,2.9e-07,6.537602002101044,train
3cj4,2.07,2008,Kd,=,3.1e-07,6.508638306165727,train
2phb,2.3,2008,Kd,=,3.2000000000000003e-10,9.494850021680094,train
3cph,2.9,2008,Kd,=,3.3e-07,6.481486060122113,train
3d2e,2.35,2008,Kd,=,3.8e-07,6.42021640338319,train
2w0p,1.9,2008,Kd,=,3e-07,6.522878745280337,train
3cj5,1.92,2008,Kd,=,4.6e-07,6.337242168318426,train
2pvu,1.79,2008,Kd,=,4.9e-07,6.309803919971486,train
2or9,2.7,2008,Kd,=,5e-07,6.301029995663981,train
2vrj,1.9,2008,Kd,=,5e-07,6.301029995663981,train
3ebl,1.9,2008,Kd,=,5e-07,6.301029995663981,train
2zm3,2.5,2008,Kd,=,6.14e-07,6.211831628858833,train
3bun,2.0,2008,Kd,=,6.1e-07,6.214670164989233,train
2qbu,2.1,2008,Kd,=,6.45e-07,6.1904402853647325,train
3dxj,3.0,2008,Kd,=,6e-07,6.221848749616356,train
3bti,2.85,2008,Kd,=,7.2e-07,6.142667503568732,train
2p7a,2.3,2008,Kd,=,7.88e-07,6.103473782510445,train
3ce0,2.8,2008,Kd,=,7e-07,6.154901959985743,train
3dst,1.9,2008,Kd,=,8.3e-10,9.080921907623926,train
2jkr,2.98,2008,Kd,=,8.499999999999999e-07,6.070581074285707,train
3buo,2.6,2008,Kd,=,8.799999999999999e-07,6.055517327849832,train
3coy,2.03,2008,Kd,=,9.6e-07,6.017728766960432,train
3cfv,2.6,2008,Kd,=,9e-07,6.045757490560675,train
2rcn,2.25,2008,Kd,=,1e-06,6.0,train
2z97,1.8,2008,Kd,=,1e-06,6.0,train
3cfs,2.4,2008,Kd,=,1.1e-06,5.958607314841775,train
2pmk,1.6,2008,Kd,=,1.2e-06,5.920818753952375,train
3bu6,1.95,2008,Kd,=,1.3e-06,5.886056647693163,train
3eeb,2.1,2008,Kd,=,1.3e-06,5.886056647693163,train
2zju,2.58,2008,Kd,=,1.557e-06,5.80771138743188,train
3e1r,2.0,2008,Kd,=,1.5e-06,5.823908740944319,train
3btc,2.9,2008,Kd,=,1.77e-06,5.752026733638194,train
3d1e,1.9,2008,Kd,=,1.6999999999999998e-06,5.769551078621726,train
3eg6,1.72,2008,Kd,=,1.6999999999999998e-06,5.769551078621726,train
3eml,2.6,2008,Kd,=,1.8e-09,8.744727494896694,train
3bzi,2.1,2008,Kd,=,1.8e-06,5.7447274948966935,train
2pqc,1.6,2008,Kd,=,1.8e-06,5.7447274948966935,train
3d1f,2.0,2008,Kd,=,1.8e-06,5.7447274948966935,train
2oz2,1.95,2008,Kd,=,1.93e-06,5.714442690992226,train
3bxg,1.8,2008,Kd,=,1.098e-05,4.959397659885927,train
3bbb,1.3,2008,Kd,=,1.0000000000000001e-07,7.0,train
2rin,1.8,2008,Kd,=,0.0001,4.0,train
3c9e,1.8,2008,Kd,=,1e-08,8.0,train
2vpe,1.7,2008,Kd,=,1.14e-05,4.943095148663527,train
2vo4,1.75,2008,Kd,=,1.16e-05,4.935542010773082,train
2eh8,2.6,2008,Kd,=,1.1000000000000001e-08,7.958607314841775,train
2jb6,2.85,2008,Kd,=,1.0999999999999999e-11,10.958607314841776,train
3cd5,2.39,2008,Kd,=,1.27e-08,7.896196279044043,train
3ccw,2.1,2008,Kd,=,1.35e-08,7.8696662315049934,train
3ds0,1.6,2008,Kd,=,1.49e-05,4.826813731587726,train
2vmf,2.1,2008,Kd,=,1.4e-06,5.853871964321762,train
3e6v,1.72,2008,Kd,=,1.47e-07,6.832682665251824,train
3cj2,1.75,2008,Kd,=,1.4e-05,4.853871964321762,train
2jk9,1.79,2008,Kd,=,1.5000000000000002e-07,6.823908740944319,train
2pym,1.9,2008,Kd,=,1.5000000000000002e-07,6.823908740944319,train
3bl2,2.3,2008,Kd,=,1.58e-06,5.801342913045577,train
3cyy,2.4,2008,Kd,=,1.68e-05,4.774690718274138,train
2r1x,1.6,2008,Kd,=,1.6e-05,4.795880017344075,train
3cpj,2.35,2008,Kd,=,1.89e-05,4.723538195826756,train
2w68,2.5,2008,Kd,=,1.8e-05,4.7447274948966935,train
3d9k,2.2,2008,Kd,=,1.9e-05,4.721246399047171,train
3f9w,1.6,2008,Kd,=,1.9e-05,4.721246399047171,train
3ds1,1.6,2008,Kd,=,2e-06,5.698970004336019,train
3b5j,2.0,2008,Kd,=,2.1e-06,5.6777807052660805,train
3f17,1.1,2008,Kd,=,2.36e-09,8.627087997029893,train
3bux,1.35,2008,Kd,=,2.36e-06,5.627087997029894,train
2qry,2.25,2008,Kd,=,2.3e-09,8.638272163982407,train
2reg,1.9,2008,Kd,=,2.3e-06,5.638272163982407,train
3btj,2.98,2008,Kd,=,2.4e-06,5.619788758288394,train
3bex,1.51,2008,Kd,=,2.7e-06,5.568636235841013,train
3bxf,1.7,2008,Kd,=,2.87e-06,5.542118103266008,train
2rio,2.4,2008,Kd,=,2.04e-05,4.690369832574102,train
2emt,2.8,2008,Kd,=,2.01e-07,6.696803942579511,train
3f3e,1.8,2008,Kd,=,2e-08,7.698970004336019,train
2qfo,1.68,2008,Kd,=,2e-05,4.698970004336019,train
3ew2,2.3,2008,Kd,=,2.15e-07,6.667561540084395,train
3f8c,2.2,2008,Kd,=,2.1000000000000003e-08,7.67778070526608,train
3ery,1.95,2008,Kd,=,2.2e-06,5.657577319177793,train
3f8f,2.2,2008,Kd,=,2.3600000000000002e-07,6.627087997029894,train
2pyy,2.1,2008,Kd,=,2.5e-05,4.6020599913279625,train
3d7k,2.49,2008,Kd,=,2.5e-05,4.6020599913279625,train
3cd0,2.4,2008,Kd,=,2.69e-08,7.570247719997592,train
2v7d,2.5,2008,Kd,=,2.6e-07,6.585026652029182,train
3cct,2.12,2008,Kd,=,2.74e-08,7.562249437179612,train
2pyn,1.85,2008,Kd,=,2.7e-08,7.568636235841013,train
3b2q,2.1,2008,Kd,=,2.8e-05,4.552841968657781,train
3d9p,2.1,2008,Kd,=,2.9e-05,4.537602002101044,train
3brn,2.0,2008,Kd,=,2e-09,8.698970004336019,train
3c4h,2.1,2008,Kd,=,2e-06,5.698970004336019,train
3eks,1.8,2008,Kd,=,2e-06,5.698970004336019,train
2q64,2.5,2008,Kd,=,3e-09,8.522878745280337,train
3bvb,1.3,2008,Kd,=,3.2e-06,5.494850021680094,train
3bxe,1.8,2008,Kd,=,3.34e-06,5.476253533188435,train
2qic,2.1,2008,Kd,=,3.3e-06,5.481486060122113,train
2zkj,2.0,2008,Kd,=,3.3e-06,5.481486060122113,train
3d2r,2.03,2008,Kd,=,3.3e-06,5.481486060122113,train
2vc9,2.36,2008,Kd,=,3.6e-09,8.443697499232712,train
2vpo,1.8,2008,Kd,=,3.8e-06,5.42021640338319,train
3bzf,2.5,2008,Kd,=,3e-05,4.522878745280337,train
2r1y,1.6,2008,Kd,=,3.1e-05,4.508638306165727,train
3f9y,1.5,2008,Kd,=,3.2e-05,4.494850021680094,train
3d32,1.3,2008,Kd,=,3.54e-07,6.450996737974212,train
2zit,3.0,2008,Kd,=,3.5e-05,4.455931955649724,train
